BLOQUE;Módulo del programa;Tipo de oferente;Nombre de la institución oferente;Imagen del oferente;Datos de contacto;RECURSOS IDENTIFICADOS;Propósito;Modalidad;Tipo;Aportes al programa;Fuentes de financiación;Enlace;;;Observ.;Mensajes;Atributos;Ejes;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Favorecimiento de la inclusión y el mejoramiento de medios de vida de mujeres, jóvenes, productores de pequeña escala, sin tierra y otros grupos vulnerables;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Estrategias y mecanismos para acercar los servicios de apoyo a la Agricultura Familiar;Curso que busca contribuir al fortalecimiento de capacidades de instituciones interesadas en mejorar el acercamiento de sus servicios a los agricultores familiares y sus organizaciones.;Virtual;Curso;Módulo 2. Estrategias y mecanismos para acercar los servicios a la agricultura familiar. ;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;2. Hay necesidad de transformar los sistemas alimentarios para superar sus debilidades a partir de sus fortalezas.; La producción de alimentos debe ser ambientalmente sustentables y no contribuir al calentamiento global.;2. Inclusión;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Gestión de riesgos naturales, ambientales, sociales, sanitarios y de mercado.;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Fundamentos de la huella hídrica en el sector agrícola en un contexto de cambio climático;Curso que busca instruir sobre el vínculo entre cambio climático (CC), agua y agricultura permitiendo una mayor comprensión del impacto de la huella hídrica en el sector agrícola. Cómo los conceptos de huella hídrica (HH) se diferencian de las mediciones tradicionales, y cómo usar esta herramienta en la toma de decisiones y plantear acciones para lograr la eficiencia y sostenibilidad en el uso de los recursos hídricos;Virtual;Curso;Módulos 1 y 5. Cambio climático, Agricultura y Huella Hídrica.;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;2. Hay necesidad de transformar los sistemas alimentarios para superar sus debilidades a partir de sus fortalezas.; La producción de alimentos debe ser ambientalmente sustentables y no contribuir al calentamiento global.;1. Ciencia, tecnología e innovación;;
Bloque 1: “Fundamentos para la transformación de los sistemas agroalimentarios de las Américas”;"

BLOQUE 1. Entendiendo el funcionamiento de los SAA de ALC y el mundo";Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Cambió el clima: Herramientas para abordar la adaptación al cambio climático;Curso que busca brindar un marco conceptual sobre el cambio climático y su relación con los sistemas productivos de la agricultura familiar. También acercar herramientas que permitan la construcción participativa de estrategias para la adaptación al cambio climático desde la extensión.;Virtual;Curso;Módulos 1 a 4. Terminología del cambio climático, evolución de las negociaciones internacionales en cambio climático, seleccionando y planificando medidas de adaptación y monitoreando las medidas de adaptación.;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;3. La transformación requerida de los sistemas alimentarios debe fundarse en ciencia.; La producción de alimentos debe ser ambientalmente sustentables y no contribuir al calentamiento global.;1. Ciencia, tecnología e innovación;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Gestión del recurso hídrico para una agricultura resiliente al cambio climático;Curso que busca aumentar los conocimientos de los países de América Latina en la gestión de los recursos hídricos para una agricultura resiliente al cambio climático y compartir experiencias de avances tecnológicos y de políticas públicas.;Virtual;Curso;Módulos 1 y 4. Aspectos generales de la gestión de los recursos hídricos en el contexto agropecuario y su relación con el cambio climático. ;El Instituto de Investigaciones Agropecuarias (INIA) y la Comisión Nacional de Riego (CNR) de Chile en conjunto con el IICA han organizado este curso. ;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;2. Hay necesidad de transformar los sistemas alimentarios para superar sus debilidades a partir de sus fortalezas.; La producción de alimentos debe ser ambientalmente sustentables y no contribuir al calentamiento global.;1. Ciencia, tecnología e innovación;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Integrando la adaptación al cambio climático a los planes de desarrollo;Curso que busca adquirir capacidades técnicas en el tema de adaptación al cambio climático de los participantes que trabajan con el sector agropecuario y recursos naturales.;Virtual;Curso;Módulos 1 a 4. Qué es cambio climático y cómo está interrelacionado con los planes o proyectos de desarrollo.;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;3. La transformación requerida de los sistemas alimentarios debe fundarse en ciencia.; La producción de alimentos debe ser ambientalmente sustentables y no contribuir al calentamiento global.;1. Ciencia, tecnología e innovación;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Biotecnología aplicada a la agricultura;Curso que busca poner al alcance del estudiante la información de investigadores expertos para que en cada país empiece a haber el número suficiente de personas preparadas que vean en la biotecnología una de las herramientas para el avance de la agricultura. ;Virtual;Curso;Módulos III y V. Técnicas de producción agrícola sustentable, basadas en procedimientos de biotecnología, para el incremento de la producción y el manejo integrado de plagas y enfermedades.;Curso con participación de la Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación de México – SAGARPA-,  y el IICA. ;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;3. La transformación requerida de los sistemas alimentarios debe fundarse en ciencia.; Tener la capacidad de producir la cantidad y la variedad de alimentos para satisfacer la demanda.;1. Ciencia, tecnología e innovación;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Carbono en el suelo: Estrategias de adaptación y mitigación en suelos agropecuarios;Curso que busca proveer a los participantes un conjunto de buenas prácticas sobre la conservación y restauración de suelos agropecuarios en Latinoamérica a través de la incorporación de la materia orgánica, favoreciendo así el sumidero del carbono en el suelo y contribuir a una agricultura sostenible y resiliente al cambio climático.;Virtual;Curso;Módulos 2 y 3. Buenas prácticas para la conservación y restauración de suelos agropecuarios latinoamericanos, con base en estrategias de mitigación y adaptación al cambio climático. ;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;2. Hay necesidad de transformar los sistemas alimentarios para superar sus debilidades a partir de sus fortalezas.; La producción de alimentos debe ser ambientalmente sustentables y no contribuir al calentamiento global.;1. Ciencia, tecnología e innovación;;
Bloque 1: “Fundamentos para la transformación de los sistemas agroalimentarios de las Américas”;"BLOQUE 1. Transformación continuada de los SAA: i) objetivos económicos, sociales y ambientales; ii) acuerdos y compromisos nacionales e internacionales";Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Acuerdos globales para el desarrollo sostenible;Curso que busca comprender las implicaciones y oportunidades que representa para el sector los acuerdos globales para el desarrollo sostenible, teniendo en cuenta la relación de doble vía con el cambio climático, puesto que la agricultura se considera a la vez parte del problema y parte de la solución, y de esta forma inclinar la balanza del rol del sector como un gran contribuyente en el cumplimiento de las metas globales. Así mismo, sensibilizar sobre la relevancia de tomar en cuenta los acuerdos globales para el desarrollo sostenible en la formulación de políticas públicas y proyectos para el cumplimiento de las agendas nacionales, regionales y globales. Por la reciente aprobación de los acuerdos globales que son centro de atención del curso, y el tiempo de vigencia previsto de los mismos, este curso y sus materiales tienen un sentido de oportunidad y gran potencial de seguir siendo aprovechado por muchos años y distintos actores, y constituirá un excelente aliado para procesos de inducción de reemplazos o nuevos funcionarios y otros actores de organizaciones públicas y privadas.;Virtual;Curso;Los seis módulos se consideran pertinentes para el programa: Marco, políticas y entes globales para el desarrollo sostenible a partir del sector agrícola. ;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;6. La cooperación internacional tiene una oportunidad y un desafío mayúsculo en la coordinación de esfuerzos y propiciar entendimientos por bloques económicos, geográficos, ambientales y globales.; Ofrecer una retribución económica y social suficiente, especialmente a los agentes  más vulnerables que participan del SAA.;3. Comercio exterior;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Bioeconomía: Potencial y retos para su aprovechamiento en América Latina y el Caribe;Curso que busca fortalecer las capacidades del público destinatario del curso a fin de que adopten actitudes favorables a una promoción efectiva de la bioeconomía como modelo de desarrollo económico, ambiental y social en su entorno, manifestando en la práctica un firme compromiso con el desarrollo de los territorios rurales.;Virtual;Curso;Los módulos del 1 al 5 podrían sintetizarce e incluirse como un único módulo en el programa de formación. Concepto, senderos y ventajas de la bioeconomía, con énfasis en LAC. ;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;El curso se diseñó en 2019, requiere actualización de datos y casos.;3. La transformación requerida de los sistemas alimentarios debe fundarse en ciencia.; La producción de alimentos debe ser ambientalmente sustentables y no contribuir al calentamiento global.;1. Ciencia, tecnología e innovación;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Favorecimiento de la inclusión y el mejoramiento de medios de vida de mujeres, jóvenes, productores de pequeña escala, sin tierra y otros grupos vulnerables;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Agricultura urbana y periurbana;Curso que busca fortalecer las capacidades de los participantes en temas trascendentales de la agricultura urbana y periurbana para contribuir a la seguridad alimentaria de las familias. Conoceran los conceptos y herramientas básicas sobre producción de alimentos agrícolas y pecuarios en pequeños espacios con énfasis en la sustentabilidad de los mismos, a fin de que puedan incorporarlos en un programa de trabajo y posteriormente llevarlos a la práctica en su lugar de origen.;Virtual;Curso;El módulo 3 tiene aportes a la seguridad alimentaria y nutricional con tecnologías sustentables de la agricultura urbana y periurbana. ;Usa manuales elaborados por COLPOS. ;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;1. El sistema alimentario mundial respondió al desafío de alimentar a una población creciente pero al mismo tiempo generó nuevos problemas y no ha podido responder a los grandes desafíos del hambre y la desnutrición. ; Tener la capacidad de producir la cantidad y la variedad de alimentos para satisfacer la demanda.;1. Ciencia, tecnología e innovación;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Preparándose para exportar productos agroalimentarios;Curso que busca difundir y crear conciencia sobre la importancia de estar preparado para aprovechar con éxito las oportunidades generadas por los acuerdos comerciales y los procesos de integración regional.;Virtual;Curso;Módulo 1, y síntesis del 2 al 6. Identificación de las condiciones actuales para exportar dimanadas de los acuerdos comerciales internacionales. ;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;5. Esta transformación del sistema agroalimentario implica cambios en aspectos como los relacionados con las políticas y las regulaciones en el comercio internacional.; Ofrecer una retribución económica y social suficiente, especialmente a los agentes  más vulnerables que participan del SAA.;4. Inversión;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Incentivos y regulaciones para promoción de elementos ambientales, recursos naturales y cambio climático ;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Gestión eficiente y sustentable de la energía en la cadena de alimentos;Curso que busca fortalecer capacidades de los interesados de las cadenas agrícolas de alimentos para el acceso y uso eficiente de la energía en los diferentes eslabones del proceso de agregación de valor y de contribución a la competitividad. También habilitar capacidades y competencias en el uso sustentable y eficiente de las fuentes de energía, que contribuyan con el aumento de los niveles de productividad y competitividad en las cadenas agrícolas de alimentos. Finalmente, promover procesos de mejoras tecnológicas acumulativas y de medidas innovadoras basadas en el acceso y uso eficiente de fuentes renovables de energía en las cadenas agrícolas de alimentos.;Virtual;Curso;Síntesis de los tres móludos. Identificación y realización de oportunidades para la eficiencia energética en la agricultura.;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;3. La transformación requerida de los sistemas alimentarios debe fundarse en ciencia.; Tener la capacidad de producir la cantidad y la variedad de alimentos para satisfacer la demanda.;1. Ciencia, tecnología e innovación;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Favorecimiento de la inclusión y el mejoramiento de medios de vida de mujeres, jóvenes, productores de pequeña escala, sin tierra y otros grupos vulnerables;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Programa de extensión agropecuaria;Curso que busca enseñar el contexto en que se ha venido desarrollando la extensión a nivel general y en Honduras, así como las metodologías que se emplean para desarrollar el programa.;Virtual;Curso;Una síntesis de los cuatro módulos. Conocer e implementar metodologías grupales de extensión. ;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;2. Hay necesidad de transformar los sistemas alimentarios para superar sus debilidades a partir de sus fortalezas.; Ofrecer una retribución económica y social suficiente, especialmente a los agentes  más vulnerables que participan del SAA.;2. Inclusión;;
Bloque 3: “Del discurso a la acción: un laboratorio para transformar el conocimiento en evidencia”;BLOQUE 3. Aplicación de la Teoría de Cambio y otras metodologías para el diseño de políticas o para la formulación de proyectos;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Guía para la formulación de políticas públicas para la agricultura con criterios de evaluabilidad;Documento que pretende contribuir a que los países de las Américas cuenten con políticas públicas para la agricultura de mayor eficiencia e impacto. Desde el IICA se fomenta la construcción de capacidades técnicas y de herramientas que apoyen el diseño, formulación e implementación de políticas públicas para la agricultura a partir de la evidencia. La guía tiene como objetivo convertirse en un instrumental práctico que le permita a los formuladores asegurar que todas las intervenciones de política pública diseñadas cumplan con, al menos, las siguientes cuatro condiciones:1. Que la intervención de política esté enfocada en solventar las causas del problema identificado. 2. Que las actividades y productos que llevará a cabo la intervención permitirán conseguir los impactos esperados.3. Que el diseño de la intervención considere los supuestos y riesgos que pueden atentar contra el logro de los objetivos. 4. Que la intervención de política cuenta con indicadores técnicos y rigurosos que serán la base para posteriores procesos de seguimiento y evaluación. Si se logran cumplir éstas cuatro condiciones, se estaría asegurando no solo la evaluabilidad de la intervención de política diseñada, sino también sus resultados e impactos. Ésta guía forma parte de un paquete de herramientas y metodologías que el IICA pone a disposición de los países para apoyar la gestión de políticas públicas para la agricultura.;Documento en línea;Libro;Herramientas, metodologías y guías para construir política pública a partir de evidencia, con teoría de cambio y que posteriormente sean evaluable. Los pasos contiene información sobre la forma en que se deben formular intervenciones de políticas públicas con criterios de evaluabilidad en el sector agrícola. Su aporte se vislumbra en el módulo Módulo 2: Institucionalidad y políticas públicas. ;IICA;https://webcache.googleusercontent.com/search?q=cache:_MDZ7KclEEEJ:https://repositorio.iica.int/bitstream/11324/7129/1/BVE18040230e.pdf+&cd=1&hl=es-419&ct=clnk&gl=do#3  ;;;;;;;;
Bloque 3: “Del discurso a la acción: un laboratorio para transformar el conocimiento en evidencia”;BLOQUE 3. Pasantías, estancias y mecanismos similares en instituciones aliadas al programa (apoyando la gestión de políticas en los países). ;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Executive Leadership in Food Safety – Liderazgo ejecutivo en inocuidad de alimentos;El Programa de Liderazgo Ejecutivo en Inocuidad de Alimentos (ELFS, por sus siglas en inglés), es una herramienta que permite formar líderes, quienes desde los sectores público, privado y académico, pueden impulsar los cambios y las políticas requeridas que garanticen la calidad e inocuidad de los alimentos, bienes básicos que las personas consumen y son parte de los intercambios comerciales. Así, el programa propone brindar a los profesionales de la inocuidad de los alimentos las habilidades de liderazgo que necesitarán en el futuro para formular políticas y programas efectivos de inocuidad de los alimentos en los países de las Américas. Para ello, busca proporcionar una orientación ejecutiva en los principales temas de vanguardia relacionados con la inocuidad de los alimentos y la cadena agroalimentaria, mejorar las habilidades y capacidades de liderazgo personal, y ofrecer apoyo y colaboración continuos a través de la creación de redes y comunidades.;Virtual y presencial;Programa;"Una síntesis de los tres primeros módulos, donde es altamente pertinente el módulo 3. Módulo 1. Globalización y alianzas en los sectores público y privado; Módulo 2. Sistemas de inocuidad de alimentos, salud pública y cadena agroalimentaria; Módulo 3. Legislación, normativa y ética. ";IICA;https://repositorio.iica.int/handle/11324/7250  ;;;;;;;;
Bloque 3: “Del discurso a la acción: un laboratorio para transformar el conocimiento en evidencia”;BLOQUE 3. Pasantías, estancias y mecanismos similares en instituciones aliadas al programa (apoyando la gestión de políticas en los países). ;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Introduction to leadership and management for AHFS managers in CARIFORUM Countries - Introducción al liderazgo y la gestión para los gerentes de AHFS en los países del CARIFORUM;Programa para los gerentes medios y superiores dentro de los servicios de AHFS, que tienen la clave para implementar la reforma del servicio necesaria para enfrentar los desafíos emergentes de AHFS en un mundo cambiante. Esto se debe a que estos individuos ocupan una posición única. Con frecuencia son especialistas técnicos que han sido promovidos dentro de sus áreas de servicio. Pueden reportar a altos funcionarios del gobierno que establecen el marco general de políticas y monitorean el desempeño.;Virtual;Programa;Si bien el programa es muy específico en cuanto al tema y público objetivo, los módulos 2b, 3a y 4a pueden aportar información sobre trabajo conjunto dirigido, uso efectivo de datos de calidad y plan de desarrollo personal para formentar capacidades útiles al módulo 2 de institucionalidad y políticas públicas. ;IICA;https://view.genial.ly/5d7a75d4fc69ac0fa37ce075/interactive-content-catalogo-de-cursos-cgcch ;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Innovación tecnológica (Ciencia y tecnología);Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";Programa de especialización sobre Bioeconomía y Desarrollo Productivo;Un programa de especialización (diplomado) dirigido a complementar capacidades de funcionarios, académicos, investigadores, consultores y estudiantes, sobre el potencial de aprovechamiento de la Bioeconomía en ALC, así como las condiciones y requisitos en materia de política pública para su promoción y fortalecimiento. Para ello el diplomado brinda conocimientos sobre el concepto, potencial de aprovechamiento, experiencia en ALC, marcos normativos y política pública entre otros;Mixto;Diplomado;Módulos 1 a 3. Conceptos, herramientas y estrategias de la bioeconomía;IICA;Es una nota de proyecto;;;Propuesta para diseñar en conjunto con el Instituto Rosario Castellanos, México;3. La transformación requerida de los sistemas alimentarios debe fundarse en ciencia.; La producción de alimentos debe ser ambientalmente sustentables y no contribuir al calentamiento global.;1. Ciencia, tecnología e innovación;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Interno;IICA;;"Sede Central. 600 m. noreste del Cruce Ipís-Coronado
Vásquez de Coronado, San Isidro 11101 - Costa Rica. San José, Costa Rica

Tel (+506) 2216 0222
Fax (+506) 2216 0233
iicahq@iica.int";"Agregación de valor a productos de origen agropecuario: Elementos para la formulación e implementación de políticas públicas
";Programa de Agronegocios (hasta 2018);Virtual y/o presencial;Curso;Módulo 1: Concepto y significado de la agregación de valor;IICA;;;;El curso estaba en versión anterior de la plataforma virtual del IICA (descontinuado).;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Comercio internacional: acuerdos, normativas y flujos;Externo;Colegio de México - OMC;;"El Colegio de México
Lic. Jorge Alberto Pérez Millán
Tel: 55 5449 3000 ext 4091 jorge.perez@colmex.m";Curso Regional de Política Comercial;"El objetivo de los cursos de política comercial es lograr que los participantes lleguen a conocer exhaustivamente todas las cuestiones relacionadas con la OMC y desarrollen aptitudes prácticas, así como una extensa red de contactos. Sirven también como introducción general para quienes deseen convertirse en especialistas más adelante.
El objetivo del curso es mostrar que la función del sistema multilateral de comercio — consagrado en el Acuerdo General sobre Aranceles Aduaneros y Comercio y la OMC — es crucial para promover el crecimiento y el desarrollo de las naciones y, en particular, para resolver las crisis económicas que hemos experimentado desde la segunda mitad del siglo pasado";Virtual;Curso;Conocimiento directo de la estructura y operatividad de la OMC y sus principales aliados;"OMC
";"https://www.wto.org/spanish/tratop_s/devel_s/train_s/tradepolicycourse_s.htm
https://www.wto.org/spanish/news_s/news21_s/tech_12aug21_s.htm";;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Comercio internacional: acuerdos, normativas y flujos;Externo;Colegio de México;;"El Colegio de México
Lic. Jorge Alberto Pérez Millán
Tel: 55 5449 3000 ext 4091 jorge.perez@colmex.m";Diplomado en Negociaciones Comerciales Internacionales;El Diplomado tiene como objetivo que los estudiantes logren un profundo conocimiento de la economía internacional y de la gobernanza del comercio mundial de bienes y servicios, y su relación con el desarrollo económico, la inversión, la propiedad intelectual, la política de competencia, la economía digital, el medio ambiente y los tipos de cambio, así como la manera en que se inscribe en ese marco la actividad negociadora de México.;Virtual;Diplomado;Conocimiento de las organizaciones internacionales relacionadas con el comercio internacional;Se financia con el pago de matrículas al Colegio de México;https://diplomadoennegociaciones.colmex.mx/;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Comercio internacional: acuerdos, normativas y flujos;Externo;OMC;;"Centro William Rappard, Ginebra, Suiza
enquiries@wto.org ";Curso virtual de introducción a la política comercial para los PMA;Los funcionarios públicos aplican los Acuerdos de la OMC, ejercen plenamente los derechos y cumplen todas las obligaciones de los Miembros;Virtual;Curso;Los funcionarios públicos han aumentado sus conocimientos sobre los Acuerdos de la OMC, la formulación de políticas comerciales y la celebración de negociaciones comerciales;"OMC
";https://tamis.wto.org/es/node/9297;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Comercio internacional: acuerdos, normativas y flujos;Externo;OMC;;"Centro William Rappard, Ginebra, Suiza
enquiries@wto.org ";Curso en línea de política comercial regional (eRTPC) para miembros y observadores de la OMC de Asia y el Pacífico;"Los objetivos del eRTPC son: (1) profundizar la comprensión de los participantes de los Acuerdos de la OMC y el funcionamiento de la OMC, sus reglas y procedimientos; (2) fortalecer la capacidad de los participantes para acceder a los recursos de información de la OMC y la capacidad de encontrar disposiciones pertinentes en los textos legales de la OMC; y (3) mejorar la comprensión de los participantes de las cuestiones de política comercial pertinentes en su contexto regional.";Virtual;Curso;Acuerdos de la OMC y otros temas relacionados con el comercio, incluidos los temas de política comercial regional. El contenido seleccionado del curso de aprendizaje electrónico de la OMC sobre acuerdos comerciales multilaterales (MTA) servirá como lectura fundamental para el eRTPC.;"OMC
";https://tamis.wto.org/node/9316;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Externo;FITT (Forum for International Trade Training) y EDC;;"Forum for International Trade Training
116 Lisgar Street, Suite 100
Ottawa, Ontario
K2P 0C2
Canada
1.613.230.3553
800.561.3488
1.613.230.3553
info@fitt.ca";Global Value Chain;El curso Cadena de valor global examina cómo puede controlar y administrar los sistemas logísticos dentro de la cadena de valor global para minimizar sus costos y riesgos, y maximizar su potencial comercial internacional. También examina aspectos de distribución, gestión de inventario, gestión de documentos y adquisiciones, que son parte integral de la logística del comercio internacional.;Virtual;Curso;"Estudios de casos que ofrecen ejemplos de la vida real para ayudar a estudiar y preparar para situaciones comerciales importantes
Estudios de casos que ofrecen ejemplos de la vida real para ayudar a estudiar y preparar para situaciones comerciales importantes";FITT;https://fittfortrade.com/global-value-chain;;;;;;;;
Bloque 2: “Medios e instrumentos para la transformación de los sistemas agroalimentarios”;BLOQUE 2. Fomento y regulación de mercados nacionales;Externo;FITT;;"Forum for International Trade Training
116 Lisgar Street, Suite 100
Ottawa, Ontario
K2P 0C2
Canada
1.613.230.3553
800.561.3488
1.613.230.3553
info@fitt.ca";Products & Services for a Global Market;En el curso Productos y servicios para un mercado global , aprenderá cómo adaptar y ajustar sus productos y servicios a las diferencias en los requisitos reglamentarios, legales, culturales y de los consumidores/clientes en los mercados internacionales. Analizar cómo estas diferencias pueden afectar el costo, el diseño del producto, el empaque, el etiquetado, las pruebas del producto y la prestación del servicio, y luego desarrollar estrategias en torno a estos aspectos personalizados, es clave para su éxito a largo plazo en cualquier mercado objetivo internacional.;Virtual;Curso;Principales requisitos reglamentarios, legales y culturales de los mercados internacionales modernos. ;FITT;https://fittfortrade.com/products-services-global-market;;;;;;;;
